CÓDIGO,DENOMINACIÓN,Total
581304,Sociedades de economía mixta,0.00
581305,Sociedades públicas,0.00
5816,PÉRDIDAS POR ACTUALIZACIÓN DE INVENTARIOS,0.00
581601,Materias primas cotizadas,0.00
581602,Productos agrícolas y minerales,0.00
5820,PÉRDIDAS POR ACTUALIZACIÓN DE ACTIVOS BIOLÓGICOS,0.00
582001,Maduros para consumo,0.00
582002,Por madurar para consumo,0.00
582003,Maduros para producir frutos,0.00
582004,Por madurar para producir frutos,0.00
5821,IMPUESTO A LAS GANANCIAS CORRIENTE,0.00
582101,Impuesto sobre la renta y complementarios,0.00
582104,Sobretasa al impuesto sobre la renta y complementarios,0.00
5822,IMPUESTO A LAS GANANCIAS DIFERIDO,0.00
582201,Efectivo y equivalentes al efectivo,0.00
582202,Inversiones e instrumentos derivados,0.00
582203,Cuentas por cobrar,0.00
582204,Préstamos por cobrar,0.00
582205,Inventarios,0.00
582206,"Propiedades, planta y equipo",0.00
582207,Activos intangibles,0.00
582208,Propiedades de inversión,0.00
582209,Activos biológicos,0.00
582210,Otros activos,0.00
582211,Operaciones de instituciones financieras,0.00
582212,Emisión y colocación de títulos de deuda,0.00
582213,Préstamos por pagar,0.00
582214,Cuentas por pagar,0.00
582215,Beneficios a empleados,0.00
582216,Operaciones con instrumentos derivados,0.00
582217,Provisiones,0.00
582218,Otros pasivos,0.00
5890,GASTOS DIVERSOS,0.00
589003,Impuestos asumidos,0.00
589004,Incentivos tributarios,0.00
589012,Sentencias,0.00
589013,Laudos arbitrales y conciliaciones extrajudiciales,0.00
589014,Margen en la contratación de los servicios de salud,0.00
589015,Margen en la comercialización de bienes y servicios,0.00
589017,Pérdidas en siniestros,0.00
589018,Pérdida en escisiones,0.00
589019,Pérdida por baja en cuentas de activos no financieros,0.00
589020,"Pérdida por baja en cuentas de  inversiones en controladas, asociadas o  negocios conjuntos",0.00
589021,Desembolso intangibles durante la fase de investigación,0.00
589022,Desembolsos del proceso de transformación de los activos biológicos,0.00
589024,Pérdida por transacciones de venta con arrendamiento posterior,0.00
589025,Multas y sanciones,0.00
589026,Servicios financieros,0.00
589027,Indemnizaciones,0.00
589029,Bienes entregados sin contraprestación a entidades de gobierno,0.00
589034,Pérdida en la actualización del plan de activos para beneficios a empleados a largo plazo y por terminación del vínculo laboral o contractual,0.00
589035,Pérdida por derechos en fideicomiso,0.00
589036,Garantías contractuales - concesiones,0.00
589037,Pérdida   en   la   actualización   de   los   derechos   de   reembolso   relacionados   con provisiones,0.00
589090,Otros gastos diversos,0.00
5893,DEVOLUCIONES Y DESCUENTOS INGRESOS FISCALES,0.00
589301,"Contribuciones, tasas e ingresos no tributarios",0.00
5894,"DEVOLUCIONES, REBAJAS Y DESCUENTOS EN VENTA DE BIENES",0.00
589401,Bienes comercializados,0.00
589402,"Productos agropecuarios, de silvicultura y pesca",0.00
589403,Productos de minas y minerales,0.00
589404,"Productos alimenticios, bebidas y alcoholes",0.00
589405,Productos manufacturados,0.00
589406,Construcciones,0.00
5895,"DEVOLUCIONES, REBAJAS Y DESCUENTOS EN VENTA DE SERVICIOS",0.00
589502,Servicio de energía,0.00
589503,Servicio de gas combustible,0.00
589504,Servicios de transporte,0.00
589505,Servicio de telecomunicaciones,0.00
589506,Juegos de suerte y azar,0.00
589507,Servicios hoteleros y de promoción turística,0.00
589509,Servicios de salud,0.00
589511,Servicio de acueducto,0.00
589512,Servicio de alcantarillado,0.00
589513,Servicio de aseo,0.00
589514,Servicios informáticos,0.00
589515,Servicios de comunicaciones,0.00
589516,Otros servicios,0.00
5897,COSTOS Y GASTOS POR DISTRIBUIR,0.00
589701,Bienes producidos,0.00
589723,Servicios,0.00
59,"CIERRE DE INGRESOS, GASTOS Y COSTOS",0.00
5905,"CIERRE DE INGRESOS, GASTOS Y COSTOS",0.00
590501,"Cierre de ingresos, gastos y costos",0.00
6,COSTOS DE VENTAS,308706824.00
62,COSTO DE VENTAS DE BIENES,0.00
6205,BIENES PRODUCIDOS,0.00
620507,Impresos y publicaciones,0.00
620511,Productos químicos,0.00
620513,Medicamentos,0.00
620514,Medicamentos de uso veterinario,0.00
620515,Productos artesanales,0.00
620516,Productos metalúrgicos y de microfundición,0.00
620517,Productos bélicos y explosivos,0.00
620518,Productos de madera,0.00
620519,"Licores, bebidas y alcoholes",0.00
620520,Productos alimenticios,0.00
620521,Construcciones,0.00
620528,Equipos,0.00
620529,"Productos agropecuarios, de silvicultura, avicultura y pesca",0.00
620590,Otros bienes producidos,0.00
6210,BIENES COMERCIALIZADOS,0.00
621001,Terrenos,0.00
621002,Construcciones,0.00
621003,Impresos y publicaciones,0.00
621008,Productos químicos,0.00
621010,Semovientes,0.00
621011,Lubricantes,0.00
621012,Aditivos,0.00
621013,"Licores, bebidas y alcoholes",0.00
621015,Productos artesanales,0.00
621016,Productos bélicos y explosivos,0.00
621017,Material reactivo,0.00
621023,Medicamentos,0.00
621024,Materiales médico - quirúrgicos,0.00
621025,Víveres y rancho,0.00
621028,Equipos de comunicación y computación,0.00
621029,Aparatos telefónicos e identificadores de llamadas,0.00
621030,"Medidores de agua, luz y gas",0.00
621031,Elementos de campaña,0.00
621033,"Repuestos, equipos férreos y otros",0.00
621034,Equipo de transporte,0.00
621035,Muebles y enseres,0.00
621037,Material didáctico,0.00
621039,Maquinaria y elementos de ferretería,0.00
621040,"Productos agropecuarios, de silvicultura, avicultura y pesca",0.00
621090,Otros bienes comercializados,0.00
63,COSTO DE VENTAS DE SERVICIOS,308706824.00
6310,SERVICIOS DE SALUD,0.00
631001,Urgencias - Consulta y procedimientos,0.00
631002,Urgencias - Observación,0.00
631015,Servicios ambulatorios - Consulta externa y procedimientos,0.00
631016,Servicios ambulatorios - Consulta especializada,0.00
631017,Servicios ambulatorios - Actividades de salud oral,0.00
631018,Servicios ambulatorios - Actividades de promoción y prevención,0.00
631019,Servicios ambulatorios - Otras actividades extramurales,0.00
631025,Hospitalización - Estancia general,0.00
631026,Hospitalización - Cuidados intensivos,0.00
631027,Hospitalización - Cuidados intermedios,0.00
631028,Hospitalización - Recién nacidos,0.00
631029,Hospitalización - Salud mental,0.00
631030,Hospitalización - Quemados,0.00
631031,Hospitalización - Otros cuidados especiales,0.00
631035,Quirófanos y salas de parto - Quirófanos,0.00
631036,Quirófanos y salas de parto - Salas de parto,0.00
631040,Apoyo diagnóstico - Laboratorio clínico,0.00
631041,Apoyo diagnóstico - Imagenología,0.00
631042,Apoyo diagnóstico - Anatomía patológica,0.00
631043,Apoyo diagnóstico - Otras unidades de apoyo diagnóstico,0.00
631050,Apoyo terapéutico - Rehabilitación y terapias,0.00
631051,Apoyo terapéutico - Banco de componentes anatómicos,0.00
631052,Apoyo terapéutico - Banco de sangre,0.00
631053,Apoyo terapéutico - Unidad renal,0.00
631054,Apoyo terapéutico - Unidad de hemodinamia,0.00
631055,Apoyo terapéutico - Terapias oncológicas,0.00
631056,Apoyo terapéutico - Farmacia e insumos hospitalarios,0.00
631057,Apoyo terapéutico - Otras unidades de apoyo terapéutico,0.00
631060,Servicios conexos a la salud - Medio ambiente,0.00
631061,Servicios conexos a la salud - Ancianatos y albergues,0.00
631062,Servicios conexos a la salud - Centros y puestos de salud,0.00
631063,Servicios conexos a la salud - Servicios docentes,0.00
631064,Servicios conexos a la salud  - Investigación científica,0.00
631065,Servicios conexos a la salud - Medicina legal,0.00
631066,Servicios conexos a la salud - Servicios de ambulancias,0.00
631067,Servicios conexos a la salud - Otros servicios,0.00
6345,SERVICIOS DE TRANSPORTE,0.00
634501,Servicio de transporte aéreo,0.00
634502,Servicio de transporte terrestre,0.00
634503,Servicios aeronáuticos,0.00
634505,Servicio de terminal de transporte terrestre,0.00
634590,Otros servicios de transporte,0.00
6350,SERVICIOS HOTELEROS Y DE PROMOCIÓN TURÍSTICA,0.00
635001,Alojamiento,0.00
635002,Suministro de bebidas y alimentos,0.00
635090,Otros servicios de hotelería y de promoción turística,0.00
6360,SERVICIOS PÚBLICOS,308706824.00
636002,Acueducto,114479128.20
636003,Alcantarillado,65714411.60
636004,Aseo,128513284.20
636005,Energía,0.00
636006,Gas combustible,0.00
636007,Telecomunicaciones,0.00
636090,Otros servicios públicos,0.00
6390,OTROS SERVICIOS,0.00
639002,Servicios informáticos,0.00
639004,Servicios de apoyo industrial,0.00
639006,Servicios de comunicaciones,0.00
639007,Servicios de investigación científica y tecnológica,0.00
639008,Servicio de matadero,0.00
639010,Servicios de lavandería,0.00
639012,Consultorías,0.00
639013,Servicios de diagnóstico técnico mecánico,0.00
639014,Servicios de mantenimiento y reparación,0.00
639090,Otros servicios,0.00
7,COSTOS DE TRANSFORMACIÓN,0.00
71,BIENES,0.00
7116,IMPRESOS Y PUBLICACIONES,0.00
711601,Materia prima,0.00
711602,Materiales,0.00
711603,Generales,0.00
711604,Sueldos y salarios,0.00
711605,Contribuciones imputadas,0.00
711606,Contribuciones efectivas,0.00
711607,Aportes sobre la nómina,0.00
711608,Depreciación y amortización,0.00
711609,Impuestos,0.00
711610,Prestaciones sociales,0.00
711611,Gastos de personal diversos,0.00
711695,Traslado de costos (Cr),0.00
7120,PRODUCTOS QUÍMICOS,0.00
712001,Materia prima,0.00
712002,Materiales,0.00
712003,Generales,0.00
712004,Sueldos y salarios,0.00
712005,Contribuciones imputadas,0.00
712006,Contribuciones efectivas,0.00
712007,Aportes sobre la nómina,0.00
712008,Depreciación y amortización,0.00
712009,Impuestos,0.00
712010,Prestaciones sociales,0.00
712011,Gastos de personal diversos,0.00
712095,Traslado de costos (Cr),0.00
7122,MEDICAMENTOS,0.00
712201,Materia prima,0.00
712202,Materiales,0.00
712203,Generales,0.00
712204,Sueldos y salarios,0.00
712205,Contribuciones imputadas,0.00
712206,Contribuciones efectivas,0.00
712207,Aportes sobre la nómina,0.00
712208,Depreciación y amortización,0.00
712209,Impuestos,0.00
712210,Prestaciones sociales,0.00
712211,Gastos de personal diversos,0.00
712295,Traslado de costos (Cr),0.00
7123,MEDICAMENTOS DE USO VETERINARIO,0.00
712301,Materia prima,0.00
712302,Materiales,0.00
712303,Generales,0.00
712304,Sueldos y salarios,0.00
712305,Contribuciones imputadas,0.00
712306,Contribuciones efectivas,0.00
712307,Aportes sobre la nómina,0.00
712308,Depreciación y amortización,0.00
712309,Impuestos,0.00
712310,Prestaciones sociales,0.00
712311,Gastos de personal diversos,0.00
712395,Traslado de costos (Cr),0.00
7124,PRODUCTOS ARTESANALES,0.00
712401,Materia prima,0.00
712402,Materiales,0.00
712403,Generales,0.00
712404,Sueldos y salarios,0.00
712405,Contribuciones imputadas,0.00
712406,Contribuciones efectivas,0.00
712407,Aportes sobre la nómina,0.00
712408,Depreciación y amortización,0.00
712409,Impuestos,0.00
712410,Prestaciones sociales,0.00
712411,Gastos de personal diversos,0.00
712495,Traslado de costos (Cr),0.00
7125,PRODUCTOS METALÚRGICOS Y DE MICROFUNDICIÓN,0.00
712501,Materia prima,0.00
712502,Materiales,0.00
712503,Generales,0.00
712504,Sueldos y salarios,0.00
712505,Contribuciones imputadas,0.00
712506,Contribuciones efectivas,0.00
712507,Aportes sobre la nómina,0.00
712508,Depreciación y amortización,0.00
712509,Impuestos,0.00
712510,Prestaciones sociales,0.00
712511,Gastos de personal diversos,0.00
712595,Traslado de costos (Cr),0.00
7126,PRODUCTOS BÉLICOS Y EXPLOSIVOS,0.00
712601,Materia prima,0.00
712602,Materiales,0.00
712603,Generales,0.00
712604,Sueldos y salarios,0.00
712605,Contribuciones imputadas,0.00
712606,Contribuciones efectivas,0.00
712607,Aportes sobre la nómina,0.00
712608,Depreciación y amortización,0.00
712609,Impuestos,0.00
712610,Prestaciones sociales,0.00
712611,Gastos de personal diversos,0.00
712695,Traslado de costos (Cr),0.00
7127,PRODUCTOS DE MADERA,0.00
712701,Materia prima,0.00
712702,Materiales,0.00
712703,Generales,0.00
712704,Sueldos y salarios,0.00
712705,Contribuciones imputadas,0.00
712706,Contribuciones efectivas,0.00
712707,Aportes sobre la nómina,0.00
712708,Depreciación y amortización,0.00
712709,Impuestos,0.00
712710,Prestaciones sociales,0.00
712711,Gastos de personal diversos,0.00
712795,Traslado de costos (Cr),0.00
7128,"LICORES, BEBIDAS Y ALCOHOLES",0.00
712801,Materia prima,0.00
712802,Materiales,0.00
712803,Generales,0.00
712804,Sueldos y salarios,0.00
712805,Contribuciones imputadas,0.00
712806,Contribuciones efectivas,0.00
712807,Aportes sobre la nómina,0.00
712808,Depreciación y amortización,0.00
712809,Impuestos,0.00
712810,Prestaciones sociales,0.00
712811,Gastos de personal diversos,0.00
712895,Traslado de costos (Cr),0.00
7129,PRODUCTOS ALIMENTICIOS,0.00
712901,Materia prima,0.00
712902,Materiales,0.00
712903,Generales,0.00
712904,Sueldos y salarios,0.00
712905,Contribuciones imputadas,0.00
712906,Contribuciones efectivas,0.00
712907,Aportes sobre la nómina,0.00
712908,Depreciación y amortización,0.00
712909,Impuestos,0.00
712910,Prestaciones sociales,0.00
712911,Gastos de personal diversos,0.00
712995,Traslado de costos (Cr),0.00
7130,CONSTRUCCIONES,0.00
713001,Materia prima,0.00
713002,Materiales,0.00
713003,Generales,0.00
713004,Sueldos y salarios,0.00
713005,Contribuciones imputadas,0.00
713006,Contribuciones efectivas,0.00
713007,Aportes sobre la nómina,0.00
713008,Depreciación y amortización,0.00
713009,Impuestos,0.00
713010,Prestaciones sociales,0.00
713011,Gastos de personal diversos,0.00
713095,Traslado de costos (Cr),0.00
7136,EQUIPOS,0.00
713601,Materia prima,0.00
713602,Materiales,0.00
713603,Generales,0.00
713604,Sueldos y salarios,0.00
713605,Contribuciones imputadas,0.00
713606,Contribuciones efectivas,0.00
713607,Aportes sobre la nómina,0.00
713608,Depreciación y amortización,0.00
713609,Impuestos,0.00
713610,Prestaciones sociales,0.00
713611,Gastos de personal diversos,0.00
713695,Traslado de costos (Cr),0.00
7190,OTROS BIENES PRODUCIDOS,0.00
719001,Materia prima,0.00
719002,Materiales,0.00
719003,Generales,0.00
719004,Sueldos y salarios,0.00
719005,Contribuciones imputadas,0.00
719006,Contribuciones efectivas,0.00
719007,Aportes sobre la nómina,0.00
719008,Depreciación y amortización,0.00
719009,Impuestos,0.00
719010,Prestaciones sociales,0.00
719011,Gastos de personal diversos,0.00
719095,Traslado de costos (Cr),0.00
73,SERVICIOS DE SALUD,0.00
7301,URGENCIAS - CONSULTA Y PROCEDIMIENTOS,0.00
730101,Materiales,0.00
730102,Generales,0.00
730103,Sueldos y salarios,0.00
730104,Contribuciones imputadas,0.00
730105,Contribuciones efectivas,0.00
730106,Aportes sobre la nómina,0.00
730107,Depreciación y amortización,0.00
730108,Impuestos,0.00
730109,Prestaciones sociales,0.00
730110,Gastos de personal diversos,0.00
730195,Traslado de costos (Cr),0.00
7302,URGENCIAS - OBSERVACIÓN,0.00
730201,Materiales,0.00
730202,Generales,0.00
730203,Sueldos y salarios,0.00
730204,Contribuciones imputadas,0.00
730205,Contribuciones efectivas,0.00
730206,Aportes sobre la nómina,0.00
730207,Depreciación y amortización,0.00
730208,Impuestos,0.00
730209,Prestaciones sociales,0.00
730210,Gastos de personal diversos,0.00
730295,Traslado de costos (Cr),0.00
7310,SERVICIOS AMBULATORIOS - CONSULTA EXTERNA Y PROCEDIMIENTOS,0.00
731001,Materiales,0.00
731002,Generales,0.00
731003,Sueldos y salarios,0.00
731004,Contribuciones imputadas,0.00
731005,Contribuciones efectivas,0.00
731006,Aportes sobre la nómina,0.00
731007,Depreciación y amortización,0.00
731008,Impuestos,0.00
731009,Prestaciones sociales,0.00
731010,Gastos de personal diversos,0.00
731095,Traslado de costos (Cr),0.00
7311,SERVICIOS AMBULATORIOS - CONSULTA ESPECIALIZADA,0.00
731101,Materiales,0.00
731102,Generales,0.00
731103,Sueldos y salarios,0.00
731104,Contribuciones imputadas,0.00
731105,Contribuciones efectivas,0.00
731106,Aportes sobre la nómina,0.00
731107,Depreciación y amortización,0.00
731108,Impuestos,0.00
731109,Prestaciones sociales,0.00
731110,Gastos de personal diversos,0.00
731195,Traslado de costos (Cr),0.00
7312,SERVICIOS AMBULATORIOS - SALUD ORAL,0.00
731201,Materiales,0.00
731202,Generales,0.00
731203,Sueldos y salarios,0.00
731204,Contribuciones imputadas,0.00
731205,Contribuciones efectivas,0.00
731206,Aportes sobre la nómina,0.00
731207,Depreciación y amortización,0.00
731208,Impuestos,0.00
731209,Prestaciones sociales,0.00
731210,Gastos de personal diversos,0.00
731295,Traslado de costos (Cr),0.00
7313,SERVICIOS AMBULATORIOS - PROMOCIÓN Y PREVENCIÓN,0.00
731301,Materiales,0.00
731302,Generales,0.00
731303,Sueldos y salarios,0.00
731304,Contribuciones imputadas,0.00
731305,Contribuciones efectivas,0.00
731306,Aportes sobre la nómina,0.00
731307,Depreciación y amortización,0.00
731308,Impuestos,0.00
731309,Prestaciones sociales,0.00
731310,Gastos de personal diversos,0.00
731395,Traslado de costos (Cr),0.00
7314,SERVICIOS AMBULATORIOS - OTRAS ACTIVIDADES EXTRAMURALES,0.00
731401,Materiales,0.00
731402,Generales,0.00
731403,Sueldos y salarios,0.00
731404,Contribuciones imputadas,0.00
731405,Contribuciones efectivas,0.00
731406,Aportes sobre la nómina,0.00
731407,Depreciación y amortización,0.00
731408,Impuestos,0.00
731409,Prestaciones sociales,0.00
731410,Gastos de personal diversos,0.00
731495,Traslado de costos (Cr),0.00
7320,HOSPITALIZACIÓN - ESTANCIA GENERAL,0.00
732001,Materiales,0.00
732002,Generales,0.00
732003,Sueldos y salarios,0.00
732004,Contribuciones imputadas,0.00
732005,Contribuciones efectivas,0.00
732006,Aportes sobre la nómina,0.00
732007,Depreciación y amortización,0.00
732008,Impuestos,0.00
732009,Prestaciones sociales,0.00
732010,Gastos de personal diversos,0.00
732095,Traslado de costos (Cr),0.00
7321,HOSPITALIZACIÓN - CUIDADOS INTENSIVOS,0.00
732101,Materiales,0.00
732102,Generales,0.00
732103,Sueldos y salarios,0.00
732104,Contribuciones imputadas,0.00
732105,Contribuciones efectivas,0.00
732106,Aportes sobre la nómina,0.00
732107,Depreciación y amortización,0.00
732108,Impuestos,0.00
732109,Prestaciones sociales,0.00
732110,Gastos de personal diversos,0.00
732195,Traslado de costos (Cr),0.00
7322,HOSPITALIZACIÓN - CUIDADOS INTERMEDIOS,0.00
732201,Materiales,0.00
732202,Generales,0.00
732203,Sueldos y salarios,0.00
732204,Contribuciones imputadas,0.00
732205,Contribuciones efectivas,0.00
732206,Aportes sobre la nómina,0.00
732207,Depreciación y amortización,0.00
732208,Impuestos,0.00
732209,Prestaciones sociales,0.00
732210,Gastos de personal diversos,0.00
732295,Traslado de costos (Cr),0.00
7323,HOSPITALIZACIÓN - RECIÉN NACIDOS,0.00
732301,Materiales,0.00
732302,Generales,0.00
732303,Sueldos y salarios,0.00
732304,Contribuciones imputadas,0.00
732305,Contribuciones efectivas,0.00
732306,Aportes sobre la nómina,0.00
732307,Depreciación y amortización,0.00
732308,Impuestos,0.00
732309,Prestaciones sociales,0.00
732310,Gastos de personal diversos,0.00
732395,Traslado de costos (Cr),0.00
7324,HOSPITALIZACIÓN - SALUD MENTAL,0.00
732401,Materiales,0.00
732402,Generales,0.00
732403,Sueldos y salarios,0.00
732404,Contribuciones imputadas,0.00
732405,Contribuciones efectivas,0.00
732406,Aportes sobre la nómina,0.00
732407,Depreciación y amortización,0.00
732408,Impuestos,0.00
732409,Prestaciones sociales,0.00
732410,Gastos de personal diversos,0.00
732495,Traslado de costos (Cr),0.00
7325,HOSPITALIZACIÓN - QUEMADOS,0.00
732501,Materiales,0.00
732502,Generales,0.00
732503,Sueldos y salarios,0.00
732504,Contribuciones imputadas,0.00
732505,Contribuciones efectivas,0.00
732506,Aportes sobre la nómina,0.00
732507,Depreciación y amortización,0.00
732508,Impuestos,0.00
732509,Prestaciones sociales,0.00
732510,Gastos de personal diversos,0.00
732595,Traslado de costos (Cr),0.00
7326,HOSPITALIZACIÓN - OTROS CUIDADOS ESPECIALES,0.00
732601,Materiales,0.00
732602,Generales,0.00
732603,Sueldos y salarios,0.00
732604,Contribuciones imputadas,0.00
732605,Contribuciones efectivas,0.00
732606,Aportes sobre la nómina,0.00
732607,Depreciación y amortización,0.00
732608,Impuestos,0.00
732609,Prestaciones sociales,0.00
732610,Gastos de personal diversos,0.00
732695,Traslado de costos (Cr),0.00
7330,QUIRÓFANOS Y SALAS DE PARTO - QUIRÓFANOS,0.00
733001,Materiales,0.00
733002,Generales,0.00
733003,Sueldos y salarios,0.00
733004,Contribuciones imputadas,0.00
733005,Contribuciones efectivas,0.00
733006,Aportes sobre la nómina,0.00
733007,Depreciación y amortización,0.00
733008,Impuestos,0.00
733009,Prestaciones sociales,0.00
733010,Gastos de personal diversos,0.00
733095,Traslado de costos (Cr),0.00
7331,QUIRÓFANOS Y SALAS DE PARTO - SALAS DE PARTO,0.00
733101,Materiales,0.00
733102,Generales,0.00
733103,Sueldos y salarios,0.00
733104,Contribuciones imputadas,0.00
733105,Contribuciones efectivas,0.00
733106,Aportes sobre la nómina,0.00
733107,Depreciación y amortización,0.00
733108,Impuestos,0.00
733109,Prestaciones sociales,0.00
733110,Gastos de personal diversos,0.00
733195,Traslado de costos (Cr),0.00
7340,APOYO DIAGNÓSTICO - LABORATORIO CLÍNICO,0.00
734001,Materiales,0.00
734002,Generales,0.00
734003,Sueldos y salarios,0.00
734004,Contribuciones imputadas,0.00
734005,Contribuciones efectivas,0.00
734006,Aportes sobre la nómina,0.00
734007,Depreciación y amortización,0.00
734008,Impuestos,0.00
734009,Prestaciones sociales,0.00
734010,Gastos de personal diversos,0.00
734095,Traslado de costos (Cr),0.00
7341,APOYO DIAGNÓSTICO - IMAGENOLOGÍA,0.00
734101,Materiales,0.00
734102,Generales,0.00
734103,Sueldos y salarios,0.00
734104,Contribuciones imputadas,0.00
734105,Contribuciones efectivas,0.00
734106,Aportes sobre la nómina,0.00
734107,Depreciación y amortización,0.00
734108,Impuestos,0.00
734109,Prestaciones sociales,0.00
734110,Gastos de personal diversos,0.00
734195,Traslado de costos (Cr),0.00
7342,APOYO DIAGNÓSTICO - ANATOMÍA PATOLÓGICA,0.00
734201,Materiales,0.00
734202,Generales,0.00
734203,Sueldos y salarios,0.00
734204,Contribuciones imputadas,0.00
734205,Contribuciones efectivas,0.00
734206,Aportes sobre la nómina,0.00
734207,Depreciación y amortización,0.00
734208,Impuestos,0.00
734209,Prestaciones sociales,0.00
734210,Gastos de personal diversos,0.00
734295,Traslado de costos (Cr),0.00
7343,APOYO DIAGNÓSTICO - OTRAS UNIDADES DE APOYO DIAGNÓSTICO,0.00
734301,Materiales,0.00
734302,Generales,0.00
734303,Sueldos y salarios,0.00
734304,Contribuciones imputadas,0.00
734305,Contribuciones efectivas,0.00
734306,Aportes sobre la nómina,0.00
734307,Depreciación y amortización,0.00
734308,Impuestos,0.00
734309,Prestaciones sociales,0.00
734310,Gastos de personal diversos,0.00
734395,Traslado de costos (Cr),0.00
7349,APOYO TERAPÉUTICO - REHABILITACIÓN Y TERAPIAS,0.00
734901,Materiales,0.00
734902,Generales,0.00
734903,Sueldos y salarios,0.00
734904,Contribuciones imputadas,0.00
734905,Contribuciones efectivas,0.00
734906,Aportes sobre la nómina,0.00
734907,Depreciación y amortización,0.00
734908,Impuestos,0.00
734909,Prestaciones sociales,0.00
734910,Gastos de personal diversos,0.00
734995,Traslado de costos (Cr),0.00
7350,APOYO TERAPÉUTICO - BANCO DE COMPONENTES ANATÓMICOS,0.00
735001,Materiales,0.00
735002,Generales,0.00
735003,Sueldos y salarios,0.00
735004,Contribuciones imputadas,0.00
735005,Contribuciones efectivas,0.00
735006,Aportes sobre la nómina,0.00
735007,Depreciación y amortización,0.00
735008,Impuestos,0.00
735009,Prestaciones sociales,0.00
735010,Gastos de personal diversos,0.00
735095,Traslado de costos (Cr),0.00
7351,APOYO TERAPÉUTICO - BANCO DE SANGRE,0.00
735101,Materiales,0.00
735102,Generales,0.00
735103,Sueldos y salarios,0.00
735104,Contribuciones imputadas,0.00
735105,Contribuciones efectivas,0.00
735106,Aportes sobre la nómina,0.00
735107,Depreciación y amortización,0.00
735108,Impuestos,0.00
735109,Prestaciones sociales,0.00
735110,Gastos de personal diversos,0.00
735195,Traslado de costos (Cr),0.00
7352,APOYO TERAPÉUTICO - UNIDAD RENAL,0.00
735201,Materiales,0.00
735202,Generales,0.00
735203,Sueldos y salarios,0.00
735204,Contribuciones imputadas,0.00
735205,Contribuciones efectivas,0.00
735206,Aportes sobre la nómina,0.00
735207,Depreciación y amortización,0.00
735208,Impuestos,0.00
735209,Prestaciones sociales,0.00
735210,Gastos de personal diversos,0.00
735295,Traslado de costos (Cr),0.00
7353,APOYO TERAPÉUTICO - UNIDAD DE HEMODINAMIA,0.00
735301,Materiales,0.00
735302,Generales,0.00
735303,Sueldos y salarios,0.00
735304,Contribuciones imputadas,0.00
735305,Contribuciones efectivas,0.00
735306,Aportes sobre la nómina,0.00
735307,Depreciación y amortización,0.00
735308,Impuestos,0.00
735309,Prestaciones sociales,0.00
735310,Gastos de personal diversos,0.00
735395,Traslado de costos (Cr),0.00
7354,APOYO TERAPÉUTICO - TERAPIAS ONCOLÓGICAS,0.00
735401,Materiales,0.00
735402,Generales,0.00
735403,Sueldos y salarios,0.00
735404,Contribuciones imputadas,0.00
735405,Contribuciones efectivas,0.00
735406,Aportes sobre la nómina,0.00
735407,Depreciación y amortización,0.00
735408,Impuestos,0.00
735409,Prestaciones sociales,0.00
735410,Gastos de personal diversos,0.00
735495,Traslado de costos (Cr),0.00
7355,APOYO TERAPÉUTICO - FARMACIA E INSUMOS HOSPITALARIOS,0.00
735501,Materiales,0.00
735502,Generales,0.00
735503,Sueldos y salarios,0.00
735504,Contribuciones imputadas,0.00
735505,Contribuciones efectivas,0.00
735506,Aportes sobre la nómina,0.00
735507,Depreciación y amortización,0.00
735508,Impuestos,0.00
735509,Prestaciones sociales,0.00
735510,Gastos de personal diversos,0.00
735595,Traslado de costos (Cr),0.00
7356,APOYO TERAPÉUTICO - OTRAS UNIDADES DE APOYO TERAPÉUTICO,0.00
735601,Materiales,0.00
735602,Generales,0.00
735603,Sueldos y salarios,0.00
735604,Contribuciones imputadas,0.00
735605,Contribuciones efectivas,0.00
735606,Aportes sobre la nómina,0.00
735607,Depreciación y amortización,0.00
735608,Impuestos,0.00
735609,Prestaciones sociales,0.00
735610,Gastos de personal diversos,0.00
735695,Traslado de costos (Cr),0.00
7380,SERVICIOS CONEXOS A LA SALUD - MEDIO AMBIENTE,0.00
738001,Materiales,0.00
738002,Generales,0.00
738003,Sueldos y salarios,0.00
738004,Contribuciones imputadas,0.00
738005,Contribuciones efectivas,0.00
738006,Aportes sobre la nómina,0.00
738007,Depreciación y amortización,0.00
738008,Impuestos,0.00
738009,Prestaciones sociales,0.00
738010,Gastos de personal diversos,0.00
738095,Traslado de costos (Cr),0.00
7381,SERVICIOS CONEXOS A LA SALUD - ANCIANATOS Y ALBERGUES,0.00
738101,Materiales,0.00
738102,Generales,0.00
738103,Sueldos y salarios,0.00
738104,Contribuciones imputadas,0.00
738105,Contribuciones efectivas,0.00
738106,Aportes sobre la nómina,0.00
738107,Depreciación y amortización,0.00
738108,Impuestos,0.00
738109,Prestaciones sociales,0.00
738110,Gastos de personal diversos,0.00
738195,Traslado de costos (Cr),0.00
7382,SERVICIOS CONEXOS A LA SALUD - CENTROS Y PUESTOS DE SALUD,0.00
738201,Materiales,0.00
738202,Generales,0.00
738203,Sueldos y salarios,0.00
738204,Contribuciones imputadas,0.00
738205,Contribuciones efectivas,0.00
738206,Aportes sobre la nómina,0.00
738207,Depreciación y amortización,0.00
738208,Impuestos,0.00
738209,Prestaciones sociales,0.00
738210,Gastos de personal diversos,0.00
